"","duration_t2","id","model_t2","diff_model_t2","enj_t2","info_t2","up_real_t2","up_real_model_t2","up_int_mini_t2","up_int_12_t2","up_int_pro_t2","up_int_max_t2","replace_t2","charg_know","charg_lik","gen","age","sugg_t2","duration_t1","model_t1","diff_model_t1","enj_t1","up_int_t1","replace_t1","sugg_t1","family_t1","info_idx_t1","hed_dec","info_quiz_t2","up_lik","info_t2_std","up_real_t2_ctr","replace_t2_std","charg_know_ctr","charg_lik_std","up_int_t1_std","replace_t1_std","info_idx_t1_std","info_quiz_t2_std","up_lik_std","fam_contrast","n_model_t2"
"236",245,"5f59068f05e96b0e365f66f4","iPhone 6S","",38.45,28,"No","",77,12,0,0,39,"No",28,"Male",29,"Relationship between knowledge of iPhone 12 and interest in upgrading to it.   In Prolific, it looks like you used your internal name for the study, ""MA_tese_s15_v1."" Usually researchers use more friendly names for their studies, like ""survey about iPhones.""",155,"iPhone 6S",NA,59.15,40,75,"To determine iPhone buying behaviors. There were some typos in the study, so I'd proofread it a bit more.","iPhone 6S and Previous Models",1.66666666666667,-20.7,6,77,-0.220715666623446,-1,0.25330749549545,-1,0.46400569681635,0.341671037723203,1.29713797010305,-0.920529705048486,1.63711924498983,1.26898072350885,-1,17
"237",162,"5dd5ff2080123f5afc05fe82","iPhone 7","",95.69,13,"No","",53,53,55,56,49,"No",46,"Female",28,"Opinions on new iPhone 12 model.",289,"iPhone 7",NA,100,53,55,"New iPhone models","iPhone 7",98.6666666666667,-4.31,4,56,-0.703199147929405,-1,0.551790850060152,-1,1.16687406849115,0.738530152910686,0.713504752910353,0.446971291552977,-0.242745267360561,0.668941356445668,-0.5,30
"238",143,"5f2b33aeda65b0569e41f809","iPhone X","",87.61,43,"No","",3,100,3,2,1,"Yes",14,"Female",31,"see about chargers",139,"iPhone X",NA,88.31,85,0,"not sure","iPhone X",3.66666666666667,-0.700000000000003,5,100,0.261767814682512,-1,-0.880929251850417,1,-0.0826697033751648,1.7154141287568,-0.891486594369568,-0.892333808211342,0.697186988814636,1.926166696959,0.5,28
"239",190,"5ef610ba81670809e100b96f","iPhone X","",89.86,44,"No","",6,32,17,3,14,"Yes",9,"Female",20,"The purpose was to see how likely people will upgrade to the iPhone 12.",82,"iPhone X",NA,85.07,8,43,"The purpose was to see if people will change what they already have to new models that sound more convincing.","iPhone X",92,4.79000000000001,6,32,0.293933380102909,-1,-0.492900890916305,1,-0.277910917729277,-0.635212938122908,0.363324822594734,0.352984968762499,1.63711924498983,-0.0168179201979669,0.5,28
"240",143,"5f122a156da6b5164a0a028c","iPhone 8","",95.92,46,"No","",3,38,5,1,77,"Yes",0,"Female",19,"To see consumer report, and who actually upgrade their already good phones for a newer, more expensive model. ",120,"iPhone 8",NA,97.32,65,61,"To show how we as a society in America are likely to switch to different versions of phones and how easy it could be for us to do so. ","iPhone 8",186,-1.39999999999999,3,38,0.358264510943704,-1,1.38754424284132,1,-0.62934510356668,1.10486164385298,0.888594718068163,1.67819212010825,-1.18267752353576,0.154621898962942,0,29
"241",111,"5f1399ab6b42b72bfbe7cb03","iPhone 6S","",27.61,87,"No","",2,2,100,1,9,"Yes",2,"Male",20,"na",98,"iPhone 6S",NA,6.2,100,100,"Most likely something to do with Apple products.","iPhone 6S and Previous Models",5,21.41,3,100,1.67705269317999,-1,-0.642142568198656,1,-0.551248617825035,2.17332849243466,2.02667949159393,-0.873536543653247,-1.18267752353576,1.926166696959,-1,17
"242",82,"5f221dbaf7e3456afd76efc2","iPhone XR","",100,80,"No","",2,36,2,1,15,"Yes",1,"Male",19,"To see if people will upgrade to the new iPhone 12",49,"iPhone XR",NA,99.58,75,48,"iPhone sales study","iPhone X",133.666666666667,0.420000000000002,6,36,1.45189373523721,-1,-0.463052555459835,1,-0.590296860695857,1.41013788630489,0.509233126892909,0.940399486202989,1.63711924498983,0.0974752925759722,0.5,32
"243",92,"5ec6852ffa4c53071c789fe8","iPhone XS","",100,43,"No","",0,26,1,3,0,"Yes",0,"Female",33,"Feedback on Apple iphone",70,"iPhone XS",NA,93.41,15,0,"Na","iPhone X",83,6.59,4,26,0.261767814682512,-1,-0.910777587306888,1,-0.62934510356668,-0.421519568406571,-0.891486594369568,0.226103432995352,-0.242745267360561,-0.188257739358876,0.5,20
"244",298,"5dbf8f6351b13c414a1c490c","iPhone XR","",100,7,"No","",1,46,8,8,0,"No",100,"Female",56,"I think the purpose of the study was about iPhone 12 consumers and how many people are upgrading. ",199,"iPhone XR",NA,99.43,31,5,"I think the purpose of the study was to find out a percentage of people that will be buying new iPhones. ","iPhone X",0,0.569999999999993,4,46,-0.896192540451788,-1,-0.910777587306888,-1,3.27547918351557,0.0669224195164847,-0.745578290071394,-0.944026285746106,-0.242745267360561,0.38320832451082,0.5,32
"245",105,"5eecee2c6cbf270c5c82cef5","iPhone 11","",100,1,"No","",1,1,1,1,1,"No",1,"Female",25,"To see my intentions of trading in my current iPhone for the new version.",124,"iPhone 11",NA,100,3,2,"To see if the participant would switch out a phone that's only a year-ish old with a newer model.","iPhone 11",136.666666666667,0,5,1,-1.08918593297417,-1,-0.880929251850417,-1,-0.590296860695857,-0.787851059348862,-0.833123272650299,0.982693331458705,0.697186988814636,-0.902590319195995,1,52
"246",137,"5ef26fcf24c83c94abf144f5","iPhone XR","",100,0,"No","",24,23,23,23,6,"No",0,"Female",29,"Gauge interest in new iphone",85,"iPhone XR",NA,100,0,0,"gauge interest in phone upgrades","iPhone X",125.666666666667,0,4,24,-1.12135149839457,-1,-0.731687574568067,-1,-0.62934510356668,-0.879433932084435,-0.891486594369568,0.827615898854415,-0.242745267360561,-0.245404345745845,0.5,32
"247",161,"5c3ab5ad1ede2b000115d6aa","iPhone 11","",100,57,"No","",5,1,0,0,0,"Yes",0,"Female",25,"Purpose of this study was to see how current iPhone or smartphone uses are informed about the latest iPhone release. ",142,"iPhone 11",NA,100,0,0,"The purpose of this study was most likely to see how likely individuals were to upgrade to the newest model of iPhone, the only recommendation I have would be a question asking how long someone has owned their current model phone.  ","iPhone 11",77.3333333333333,0,3,5,0.712085730568073,-1,-0.910777587306888,1,-0.62934510356668,-0.879433932084435,-0.891486594369568,0.146215058623446,-1.18267752353576,-0.788297106422056,1,52
"248",133,"5de1b8637292b621642cb426","iPhone XS Max","",100,73,"No","",2,8,100,11,100,"No",7,"Male",37,"To see if people will upgrade there iPhones ",163,"iPhone XS Max",NA,100,100,26,"Brand loyalty.","iPhone X",186,0,4,100,1.22673477729443,-1,2.07405595834013,-1,-0.356007403470922,2.17332849243466,-0.13276341201906,1.67819212010825,-0.242745267360561,1.926166696959,0.5,13
"249",104,"5e79740cd1dff853eb36c467","iPhone 7 Plus","",96.9,2,"No","",0,0,0,0,84,"No",0,"Female",21,"See if people care about new iPhone models.",59,"iPhone 7 Plus",NA,92.11,2,68,"Seeing if people care about new phone models.","iPhone 7",0,4.79000000000001,3,0,-1.05702036755377,-1,1.59648259103661,-1,-0.62934510356668,-0.818378683594053,1.09286634408561,-0.944026285746106,-1.18267752353576,-0.93116362238948,-0.5,17
"250",162,"5f2c1cc33ea8e3068272d06c","iPhone XS Max","",75.63,76,"No","",1,2,47,76,34,"Yes",2,"Male",22,"Consumer Report",130,"iPhone XS Max",NA,81.83,65,79,"Iphone test survey","iPhone X",183,-6.2,6,76,1.32323147355562,-1,0.104065818213099,1,-0.551248617825035,1.10486164385298,1.41386461354159,1.63589827485253,1.63711924498983,1.24040742031536,0.5,13
"251",71,"5d90c4fadf90b6001549561e","iPhone 8 Plus","",68.73,0,"No","",0,0,0,0,0,"No",0,"Female",51,"Feelings on technology upgrades",71,"iPhone 8 Plus",NA,68.03,50,58,"Feelings on the latest and greatest technology.","iPhone 8",0,0.700000000000003,5,0,-1.12135149839457,-1,-0.910777587306888,-1,-0.62934510356668,0.646947280175113,0.801049735489258,-0.944026285746106,0.697186988814636,-0.93116362238948,0,18
"252",129,"5f5bb9ee58c9fb352b9855c5","iPhone 11","",88.06,25,"No","",21,14,3,3,2,"No",0,"Female",29,"Judge how we feel about iPhone 12",243,"iPhone 11",NA,91.61,1,0,"Odds of upgrading my phone this year ","iPhone 11",186,-3.55,5,21,-0.317212362884638,-1,-0.851080916393947,-1,-0.62934510356668,-0.848906307839244,-0.891486594369568,1.67819212010825,0.697186988814636,-0.331124255326299,1,52
"253",94,"5f4692f3b035470116694a35","iPhone 7 Plus","",47.75,0,"No","",0,0,0,0,0,"Yes",0,"Male",19,"to see if people are willing to buy new apple products",104,"iPhone 7 Plus",NA,72.96,0,28,"to see if people are satisfied with already existing models of phone and see if they need/want a newer model","iPhone 7",0,-25.21,3,0,-1.12135149839457,-1,-0.910777587306888,1,-0.62934510356668,-0.879433932084435,-0.07440009029979,-0.944026285746106,-1.18267752353576,-0.93116362238948,-0.5,17
"254",203,"5eb983034987d1074b5232ce","iPhone 7 Plus","",68.39,28,"No","",16,12,8,13,15,"No",88,"Female",59,"iPhone 12",117,"iPhone 7 Plus",NA,99.03,98,87,"Different smart phone ","iPhone 7",219,-30.64,4,16,-0.220715666623446,-1,-0.463052555459835,-1,2.8069002690657,2.11227324394428,1.64731790041867,2.14342441792112,-0.242745267360561,-0.473990771293723,-0.5,17
"255",183,"5ef3d5382337cd17ee7e88cc","iPhone XR","",91.12,0,"No","",4,10,10,4,34,"No",15,"Female",22,"Wasn’t sure how to answer the replacement questions since there was no timescale present (e.g. how likely are you to replace your iPhone with an iPhone 12 in the next month, year, two years, etc.)",39,"iPhone XR",NA,76.22,30,70,"idk","iPhone X",120.333333333333,14.9,4,10,-1.12135149839457,-1,0.104065818213099,-1,-0.0436214605043423,0.0363947952712937,1.15122966580488,0.752426840622032,-0.242745267360561,-0.645430590454632,0.5,32
"256",168,"5c8d7a186894d00001912306","iPhone 8","",59.86,49,"No","",0,0,0,0,35,"Yes",0,"Male",27,"Purpose of this study was to understand how customers feel about the new iphone.",89,"iPhone 8",NA,60.38,6,5,"Peoples perception of iPhones and the likely hood they will upgrade their phones.","iPhone 8",52,-0.520000000000003,3,0,0.454761207204895,-1,0.133914153669569,1,-0.62934510356668,-0.696268186613289,-0.745578290071394,-0.210932967980373,-1.18267752353576,-0.93116362238948,0,29
"257",197,"5a4c162ed5b53b0001f822d3","iPhone 8","",77.01,5,"No","",9,40,9,9,70,"No",19,"Female",33,"To see how people feel about the new iphone model. ",87,"iPhone 8",NA,89.84,10,34,"To see how many people are interested in the new iphone model","iPhone 8",0,-12.83,2,40,-0.960523671292582,-1,1.17860589464603,-1,0.112571510978948,-0.574157689632526,0.10068987485802,-0.944026285746106,-2.12260977971096,0.211768505349911,0,29
"258",145,"5e991aaac7bc1615ea5b3eb8","iPhone 7","",79.86,5,"No","",21,48,47,47,53,"No",4,"Female",61,"If a charger is a purchase and doesn't come with the new iPhone would it affect sales?",76,"iPhone 7",NA,71.13,57,56,"If I always upgrade my phone every time a new one is available.","iPhone 7",122.666666666667,8.73,5,48,-0.960523671292582,-1,0.671184191886032,-1,-0.47315213208339,0.86064064989145,0.742686413769988,0.7853220535987,0.697186988814636,0.440354930897789,-0.5,30
"259",86,"5f15efb08f75e54c0e0ae350","iPhone XS","",64.23,3,"No","",1,1,1,1,1,"Yes",1,"Female",50,"IDK",64,"iPhone XS",NA,77.04,1,1,"gauge interest in new iPhone models","iPhone X",2.33333333333333,-12.81,4,1,-1.02485480213338,-1,-0.880929251850417,1,-0.590296860695857,-0.848906307839244,-0.862304933509933,-0.911131072769438,-0.242745267360561,-0.902590319195995,0.5,20
"260",176,"5d650bb66bf9c40017c1e36d","iPhone 7","",97.89,86,"No","",96,82,7,0,73,"Yes",52,"Male",23,"I think the purpose was to see how knowledgeable consumers are and to see if our opinion of iphones is changed by our knowledge of them not including a charger.",115,"iPhone 7",NA,95.49,53,22,"I think the purpose was to see how well people like iPhones and how that influences what the next phone they purchase will be.","iPhone 7",111.666666666667,2.40000000000001,6,96,1.64488712775959,-1,1.26815090101544,1,1.40116352571609,0.738530152910686,-0.2494900554576,0.63024462099441,1.63711924498983,1.81187348418506,-0.5,30
"261",493,"5dcba335ff014d85185aefa4","iPhone XR","",70.14,15,"No","",0,0,0,0,0,"No",0,"Male",37,"this study was to gauge what people know about the new iphone and if they are going to upgrade",153,"iPhone XR",NA,51.41,0,0,"to see the likeliness of people upgrading their phones.","iPhone X",0,18.73,4,0,-0.63886801708861,-1,-0.910777587306888,-1,-0.62934510356668,-0.879433932084435,-0.891486594369568,-0.944026285746106,-0.242745267360561,-0.93116362238948,0.5,32
"262",83,"5ec5b41217e1c9627364f27f","iPhone 11","",57.88,12,"No","",11,13,12,12,9,"No",12,"Female",33,"iPhone 12 info gathering ",72,"iPhone 11",NA,75.35,4,5,"Technology","iPhone 11",5,-17.47,4,13,-0.735364713349802,-1,-0.642142568198656,-1,-0.16076618911681,-0.757323435103671,-0.745578290071394,-0.873536543653247,-0.242745267360561,-0.559710680874178,1,52
"263",140,"5f4fe39218bf9a11698e006c","iPhone 8","",62.25,7,"No","",0,0,0,0,0,"Yes",0,"Male",25,"Evaluate consumer opinions regarding phone upgrades",91,"iPhone 8",NA,86.76,1,1,"To determine trends in consumer spending and attitudes towards the purchasing/upgrade habits of cellular phones. ","iPhone 8",2.33333333333333,-24.51,3,0,-0.896192540451788,-1,-0.910777587306888,1,-0.62934510356668,-0.848906307839244,-0.862304933509933,-0.911131072769438,-1.18267752353576,-0.93116362238948,0,29
"264",119,"5dcc938a547c1f92e47d9800","iPhone 8","",75.36,21,"Yes","",19,69,70,68,59,"No",17,"Female",29,"To see how much having an iPhone influences when or why you buy a new one ",81,"iPhone 6 Plus",NA,84.93,62,86,"To know how often iPhone users plan to upgrade","iPhone 6S and Previous Models",1,-9.57000000000001,5,70,-0.445874624566227,1,0.850274204624854,-1,0.0344750252373027,1.0132787711174,1.61813623955904,-0.929928337327534,0.697186988814636,1.06896760115445,-1,29
"265",135,"5d6c26967832980018762e61","iPhone 7","",88.71,6,"No","",4,76,27,0,28,"No",4,"Female",31,"Get opinions on the new iPhone ",94,"iPhone 7",NA,96.13,83,45,"To see if people want the newest greatest phone","iPhone 7",0.666666666666667,-7.42,5,76,-0.928358105872185,-1,-0.0750241945257223,-1,-0.47315213208339,1.65435888026642,0.421688144314004,-0.934627653467058,0.697186988814636,1.24040742031536,-0.5,30
"266",65,"5e8ce1a772724409e8ec0404","iPhone XS Max","",100,58,"No","",1,42,60,49,11,"Yes",1,"Female",19,"How people feel about the new iphone ",53,"iPhone XS Max",NA,94.93,24,6,"Smartphone preferences","iPhone X",76.3333333333333,5.06999999999999,4,60,0.74425129598847,-1,-0.582445897285716,1,-0.590296860695857,-0.146770950199852,-0.716396629211759,0.132117110204874,-0.242745267360561,0.783234569219607,0.5,13
"267",157,"5f202f442841bb2b5a8bda34","iPhone 11","",100,14,"No","",0,100,15,2,1,"Yes",0,"Female",33,"I think it was to see how people perceive smartphones and how likely they are to upgrade based on features (or lack of features)",101,"iPhone 11",NA,100,52,50,"To learn about smartphones and the likelihood of upgrading ","iPhone 11",12.6666666666667,0,4,100,-0.671033582509007,-1,-0.880929251850417,1,-0.62934510356668,0.708002528665495,0.567596448612179,-0.765452272444196,-0.242745267360561,1.926166696959,1,52
"268",89,"5f5b9c8d6962d20e739941ed","iPhone XR","",78.45,8,"No","",13,13,14,14,2,"Yes",1,"Female",20,"To gauge the opinion of the new IPhone and what is influencing me to purchase or not purchase the new IPhone. ",110,"iPhone XR",NA,100,0,1,"To see how satisfied I was with my current model of phone and to also see if I was interested in upgrading. No further comments. ","iPhone X",144.333333333333,-21.55,4,14,-0.864026975031391,-1,-0.851080916393947,1,-0.590296860695857,-0.879433932084435,-0.862304933509933,1.09077760266776,-0.242745267360561,-0.531137377680693,0.5,32
"269",113,"5f4beb12d01b150d4fe1d9f3","iPhone 7 Plus","",100,2,"Yes","",0,0,0,0,0,"No",0,"Male",29,"To assess consumer willingness to buy the new iphone.",89,"iPhone 7",NA,89.68,1,0,"To determine the likelihood of upgrading phone","iPhone 7",1.33333333333333,10.32,3,0,-1.05702036755377,1,-0.910777587306888,-1,-0.62934510356668,-0.848906307839244,-0.891486594369568,-0.92522902118801,-1.18267752353576,-0.93116362238948,-0.5,17
"270",180,"5f236e73c9c733133909fd32","iPhone 7","",50.85,2,"No","",2,12,13,4,33,"Yes",26,"Male",36,"Market research",90,"iPhone 7",NA,37.32,14,23,"Market research on iphones.","iPhone 7",31.3333333333333,13.53,2,13,-1.05702036755377,-1,0.0742174827566286,1,0.385909211074705,-0.452047192651762,-0.220308394597965,-0.502290568630856,-2.12260977971096,-0.559710680874178,-0.5,30
"271",119,"5e73aa2d75ade6302ba64606","iPhone XR","",73.35,24,"No","",30,30,7,10,43,"Yes",0,"Female",30,"To see if we would buy the new iPhone. ",89,"iPhone XR",NA,71.63,14,47,"To see if people would buy the newest iPhone ","iPhone X",45,1.72,4,30,-0.349377928305035,-1,0.372700837321331,1,-0.62934510356668,-0.452047192651762,0.480051466033274,-0.309618606910375,-0.242745267360561,-0.0739645265849365,0.5,32
"272",228,"5eb076d4438b1812aa3b6157","iPhone 11","",87.18,16,"No","",0,16,0,0,0,"Yes",0,"Female",27,"To see how people perceive iphone 12s and how relative it is to an individual.",87,"iPhone 11",NA,90.14,0,0,"To find out how much people want new devices","iPhone 11",35.3333333333333,-2.95999999999999,4,16,-0.606702451668213,-1,-0.910777587306888,1,-0.62934510356668,-0.879433932084435,-0.891486594369568,-0.445898774956569,-0.242745267360561,-0.473990771293723,1,52
"273",83,"5bf32090a155c300016f3c06","iPhone X","",68.03,82,"No","",0,11,0,0,0,"Yes",0,"Male",32,"to evaluate how people feel about the new iphone 12",239,"iPhone X",NA,86.76,94,99,"to evaluate how people feel about their smartphones","iPhone X",217,-18.73,5,11,1.516224866078,-1,-0.910777587306888,1,-0.62934510356668,1.99016274696352,1.99749783073429,2.11522852108397,0.697186988814636,-0.616857287261147,0.5,28
"274",184,"5ef4db1a45dfc00e117b2a54","iPhone 11","",87.18,82,"No","",1,1,1,1,1,"No",38,"Female",72,"I think the purpose was to see how many people would buy the new phone",283,"iPhone 11",NA,100,3,1,"To see if people are content with what they have...","iPhone 11",84.3333333333333,-12.82,6,1,1.516224866078,-1,-0.880929251850417,-1,0.854488125524575,-0.787851059348862,-0.862304933509933,0.244900697553448,1.63711924498983,-0.902590319195995,1,52
"275",144,"5efa2ba830e9728258718bef","iPhone 11","",84.23,65,"No","",0,3,11,3,0,"Yes",6,"Male",22,"to survey current phone users about their knowledge of new phone models and if they'll upgrade",166,"iPhone 11",NA,97.46,1,0,"to figure out if the likelihood of an iphone upgrade is related at all to one's current iPhone model and/or one's knowledge of newer models","iPhone 11",96,-13.23,5,11,0.969410253931251,-1,-0.910777587306888,1,-0.395055646341745,-0.848906307839244,-0.891486594369568,0.409376762436786,0.697186988814636,-0.616857287261147,1,52
"276",163,"5f3ae0a33ccf7478ecf76ce2","iPhone 7","",68.59,0,"No","",0,0,0,0,5,"No",25,"Male",37,"I think the purpose of the study was to gauge customer awareness/opinions about the latest iPhone models.",119,"iPhone 7",NA,70.99,22,40,"I think this study was asking about consumer preferences/interest regarding the latest smartphone models.","iPhone 7",0,-2.39999999999999,5,0,-1.12135149839457,-1,-0.761535910024537,-1,0.346860968203883,-0.207826198690234,0.275779840015829,-0.944026285746106,0.697186988814636,-0.93116362238948,-0.5,30
"277",76,"5ee389588be4c401d5c9820c","iPhone XR","",73.38,28,"No","",9,64,14,13,13,"Yes",1,"Female",21,"not sure",104,"iPhone XR",NA,63.1,27,2,"i think it was to see if we would get the new phone","iPhone X",50.6666666666667,10.28,4,64,-0.220715666623446,-1,-0.522749226372775,1,-0.590296860695857,-0.0551880774642792,-0.833123272650299,-0.229730232538469,-0.242745267360561,0.897527781993546,0.5,32
"278",126,"5b672fc205753f00016b4c4b","iPhone X","",73.66,70,"No","",3,3,36,26,1,"Yes",18,"Male",25,"Perception and understanding of new iPhone release.",102,"iPhone X",NA,82.82,13,26,"Investigate upgrade opinions from users of various iPhone models","iPhone X",86.6666666666667,-9.16,5,36,1.13023808103324,-1,-0.880929251850417,1,0.0735232681081252,-0.482574816896953,-0.13276341201906,0.277795910530116,0.697186988814636,0.0974752925759722,0.5,28
"279",151,"583779e9f1652600010c3e63","iPhone XR","",100,0,"No","",0,0,0,0,0,"Yes",0,"Male",33,"Finding out where people stand on getting a new iphone when it comes out.",100,"iPhone XR",NA,91.83,0,0,"If people are upgrading more often or less often","iPhone X",53,8.17,3,0,-1.12135149839457,-1,-0.910777587306888,1,-0.62934510356668,-0.879433932084435,-0.891486594369568,-0.196835019561801,-1.18267752353576,-0.93116362238948,0.5,32
"280",115,"5e7a5da52bbf0803bd748dab","iPhone 8","",83.1,0,"No","",0,0,0,0,49,"Yes",0,"Male",27,"Gauging public opinion about iPhone 12",63,"iPhone 8",NA,96.76,1,2,"Seeing how many Apple diehards there are.","iPhone 8",3.66666666666667,-13.66,2,0,-1.12135149839457,-1,0.551790850060152,1,-0.62934510356668,-0.848906307839244,-0.833123272650299,-0.892333808211342,-2.12260977971096,-0.93116362238948,0,29
"281",280,"5f5eb22e58c9fb7782a6e90c","iPhone 6 Plus","",89.15,80,"Yes","iPhone 12",0,100,0,0,0,"Yes",0,"Male",54,"To survey public awareness of the newest iphone since it is now shipping (mine arrives today).",401,"iPhone 6 Plus",NA,100,1,14,"To gauge interest in new iphone models","iPhone 6S and Previous Models",2.33333333333333,-10.85,6,100,1.45189373523721,1,-0.910777587306888,1,-0.62934510356668,-0.848906307839244,-0.482943342334679,-0.911131072769438,1.63711924498983,1.926166696959,-1,2
"282",174,"5ebc6d34046b2a0bc9f2b3b8","iPhone 6S","",72.68,1,"No","",2,3,3,4,6,"No",0,"Female",23,"asking opinions on the new iphone",348,"iPhone 6S",NA,78.31,7,6,"something about iphone upgrade plans","iPhone 6S and Previous Models",20,-5.63,4,4,-1.08918593297417,-1,-0.731687574568067,-1,-0.62934510356668,-0.665740562368099,-0.716396629211759,-0.66206731737467,-0.242745267360561,-0.81687040961554,-1,17
"283",87,"5eb1e341f13db7145ecc9fe9","Other (please specify)","iPhone 12",93.52,94,"Yes","iPhone 12",0,100,0,0,0,"Yes",47,"Male",27,"To see how likely people are able to order the iPhone 12 and if they don't like that it doesn't have a charger.",56,"iPhone 11",NA,93.66,92,5,"To determine who is more likely to upgrade their iphone based on their current model","iPhone 11",148.333333333333,-0.140000000000001,5,100,1.90221165112277,1,-0.910777587306888,1,1.20592231136198,1.92910749847313,-0.745578290071394,1.14716939634204,0.697186988814636,1.926166696959,1,3
"284",234,"5dbb2b961abdd6000b73ed74","iPhone 11","",71.55,24,"No","",7,45,11,11,3,"Yes",20,"Female",24,"I think that the purpose of this study was to see how people adapt to new technologies.",50,"iPhone 11",NA,77.46,13,6,"I think the purpose is to evaluate responses to Apple's upcoming event.","iPhone 11",68.6666666666667,-5.91,5,45,-0.349377928305035,-1,-0.821232580937477,1,0.15161975384977,-0.482574816896953,-0.716396629211759,0.0240328389958237,0.697186988814636,0.354635021317335,1,52
"285",208,"5eebeeca01b1dc3dc83ec79a","iPhone 11 Pro Max","",100,100,"No","",50,50,0,26,0,"Yes",0,"Male",38,"Opinion of new iPhone 12",64,"iPhone 11 Pro Max",NA,100,0,0,"Upcoming Apple release","iPhone 11",233.333333333333,0,6,50,2.09520504364515,-1,-0.910777587306888,1,-0.62934510356668,-0.879433932084435,-0.891486594369568,2.34549501192064,1.63711924498983,0.497501537284759,1,9
"286",133,"5d14c08b63f5660018e9c499","iPhone 11","",84.93,79,"No","",22,78,47,38,77,"Yes",21,"Male",46,"None",85,"iPhone 11",NA,91.83,71,52,"Phone usage.","iPhone 11",186,-6.89999999999999,5,78,1.41972816981681,-1,1.38754424284132,1,0.190667996720593,1.28802738932412,0.625959770331449,1.67819212010825,0.697186988814636,1.29755402670233,1,52
"287",167,"5ea95f161eb4f004953f5850","iPhone XS Max","",92.54,77,"No","",1,14,20,27,0,"Yes",35,"Male",24,"if people will upgrade their phones ",74,"iPhone XS Max",NA,100,91,25,"no idea","iPhone X",183.333333333333,-7.45999999999999,6,27,1.35539703897602,-1,-0.910777587306888,1,0.737343396912107,1.89857987422794,-0.161945072878695,1.64059759099206,1.63711924498983,-0.159684436165391,0.5,13
"288",107,"5f04bd7038cbb210b85195fd","iPhone 8","",88.87,78,"No","",2,70,1,1,88,"Yes",28,"Female",36,"Understanding the new iPhone offerings",81,"iPhone 8",NA,87.61,96,7,"Understand how research into a product affects desire to upgrade","iPhone 8",117.666666666667,1.26000000000001,5,70,1.38756260439641,-1,1.71587593286249,1,0.46400569681635,2.0512179954539,-0.687214968352124,0.714832311505841,0.697186988814636,1.06896760115445,0,29
"289",134,"5f5b49eb3c2409257138efc9","iPhone XR","",96.62,10,"No","",5,5,1,0,21,"No",1,"Female",33,"awareness and desirability of new iphone technology",97,"iPhone XR",NA,100,42,18,"To assess interest in new iphone models","iPhone X",122.333333333333,-3.38,3,5,-0.799695844190596,-1,-0.283962542721014,-1,-0.590296860695857,0.402726286213585,-0.366216698896139,0.780622737459176,-1.18267752353576,-0.788297106422056,0.5,32
"290",140,"5e3b8f110d41ad3a7bc35019","iPhone 6S","",87.04,27,"No","",1,1,1,1,50,"Yes",0,"Female",28,"Gauging users familiarity with positive iPhone features vs negative features (ie lack of charger). ",188,"iPhone 6S",NA,72.25,13,11,"Collecting information about opinions on researching and purchasing new smart phone models. ","iPhone 6S and Previous Models",34,14.79,6,1,-0.252881232043844,-1,0.581639185516622,1,-0.62934510356668,-0.482574816896953,-0.570488324913584,-0.464696039514665,1.63711924498983,-0.902590319195995,-1,17
"291",109,"5f1340c10082a207d36827b1","iPhone 7 Plus","",78.45,26,"No","",45,46,19,20,57,"No",13,"Female",20,"Get public opinions on the new iphone model ",91,"iPhone 7 Plus",NA,70.14,33,38,"Interest in new iphone model. ","iPhone 7",84.3333333333333,8.31,5,46,-0.285046797464241,-1,0.790577533711913,-1,-0.121717946245987,0.127977668006867,0.217416518296559,0.244900697553448,0.697186988814636,0.38320832451082,-0.5,17
"292",143,"5e9b7b3f568faa0828ea4c09","iPhone 7","",71.55,51,"No","",41,43,11,10,51,"Yes",3,"Male",20,"To get someone's perception and knowledge status of the new iphones.",71,"iPhone 7",NA,75.63,14,4,"To see how many people are considering changing their phone.","iPhone 7",68.6666666666667,-4.08,3,43,0.51909233804569,-1,0.611487520973092,1,-0.512200374954212,-0.452047192651762,-0.774759950931029,0.0240328389958237,-1.18267752353576,0.297488414930366,-0.5,30
"293",100,"5f3862218c8896384df0e00b","iPhone 11 Pro","",80.42,4,"No","",0,0,7,0,1,"Yes",4,"Male",31,"None",64,"iPhone 11 Pro",NA,80.56,2,2,"N/A","iPhone 11",36,-0.140000000000001,5,7,-0.992689236712979,-1,-0.880929251850417,1,-0.47315213208339,-0.818378683594053,-0.833123272650299,-0.436500142677521,0.697186988814636,-0.731150500035086,1,14
"294",124,"5f07c23c0e3ac43f25d0d5c2","iPhone SE (2020)","",82.39,51,"No","",1,0,0,0,1,"No",52,"Female",22,"To see if the world is actually aware of new phone features.",90,"iPhone XR",NA,92.25,1,1,"To see if people are content with a specific model","iPhone X",8.66666666666667,-9.86,5,1,0.51909233804569,-1,-0.880929251850417,-1,1.40116352571609,-0.848906307839244,-0.862304933509933,-0.821844066118484,0.697186988814636,-0.902590319195995,0.5,16
"295",105,"5e95eb91a72181035dd053f3","iPhone 8","",20.7,1,"No","",0,0,0,0,21,"No",0,"Female",21,"see how evil apple is",46,"iPhone 8",NA,27.75,0,55,"ads","iPhone 8",0,-7.05,3,0,-1.08918593297417,-1,-0.283962542721014,-1,-0.62934510356668,-0.879433932084435,0.713504752910353,-0.944026285746106,-1.18267752353576,-0.93116362238948,0,29
